	
	
0	-11.306629E-03
0.000005	-61.557885E-03
0.000010	-312.814169E-03
0.000015	-162.060399E-03
0.000020	-212.311655E-03
0.000025	-61.557885E-03
0.000030	-212.311655E-03
0.000035	-212.311655E-03
0.000040	-212.311655E-03
0.000045	-136.934770E-03
0.000050	-86.683514E-03
0.000055	-212.311655E-03
0.000060	-388.191054E-03
0.000065	-136.934770E-03
0.000070	-325.376983E-03
0.000075	-61.557885E-03
0.000080	-36.432257E-03
0.000085	-287.688540E-03
0.000090	-136.934770E-03
0.000095	-212.311655E-03
0.000100	-237.437284E-03
0.000105	-11.306629E-03
0.000110	-136.934770E-03
0.000115	-36.432257E-03
0.000120	-162.060399E-03
0.000125	-300.251354E-03
0.000130	-124.371956E-03
0.000135	-400.753868E-03
0.000140	-363.065425E-03
0.000145	-212.311655E-03
0.000150	-212.311655E-03
0.000155	-212.311655E-03
0.000160	-149.497584E-03
0.000165	-212.311655E-03
0.000170	-212.311655E-03
0.000175	-212.311655E-03
0.000180	-212.311655E-03
0.000185	-187.186027E-03
0.000190	-48.995071E-03
0.000195	-212.311655E-03
0.000200	-11.306629E-03
0.000205	-124.371956E-03
0.000210	-237.437284E-03
0.000215	-23.869443E-03
0.000220	-337.939797E-03
0.000225	-212.311655E-03
0.000230	-61.557885E-03
0.000235	-174.623213E-03
0.000240	-86.683514E-03
0.000245	-136.934770E-03
0.000250	-187.186027E-03
0.000255	-212.311655E-03
0.000260	+26.381814E-03
0.000265	-136.934770E-03
0.000270	-212.311655E-03
0.000275	-162.060399E-03
0.000280	-111.809142E-03
0.000285	-61.557885E-03
0.000290	-199.748841E-03
0.000295	-162.060399E-03
0.000300	-212.311655E-03
0.000305	-212.311655E-03
0.000310	-400.753868E-03
0.000315	-212.311655E-03
0.000320	-99.246328E-03
0.000325	+152.009956E-03
0.000330	-212.311655E-03
0.000335	-212.311655E-03
0.000340	-111.809142E-03
0.000345	-11.306629E-03
0.000350	-212.311655E-03
0.000355	-74.120699E-03
0.000360	-124.371956E-03
0.000365	-11.306629E-03
0.000370	-23.869443E-03
0.000375	-11.306629E-03
0.000380	-212.311655E-03
0.000385	-11.306629E-03
0.000390	-174.623213E-03
0.000395	-325.376983E-03
0.000400	-74.120699E-03
0.000405	-212.311655E-03
0.000410	-36.432257E-03
0.000415	-287.688540E-03
0.000420	-275.125726E-03
0.000425	-23.869443E-03
0.000430	-212.311655E-03
0.000435	-99.246328E-03
0.000440	-149.497584E-03
0.000445	-212.311655E-03
0.000450	-48.995071E-03
0.000455	-212.311655E-03
0.000460	-11.306629E-03
0.000465	-11.306629E-03
0.000470	-212.311655E-03
0.000475	-312.814169E-03
0.000480	-48.995071E-03
0.000485	-212.311655E-03
0.000490	-413.316682E-03
0.000495	-111.809142E-03
0.000500	-212.311655E-03
0.000505	-212.311655E-03
0.000510	-212.311655E-03
0.000515	-124.371956E-03
0.000520	-337.939797E-03
0.000525	-212.311655E-03
0.000530	-136.934770E-03
0.000535	-212.311655E-03
0.000540	-174.623213E-03
0.000545	-212.311655E-03
0.000550	-11.306629E-03
0.000555	-212.311655E-03
0.000560	-187.186027E-03
0.000565	-174.623213E-03
0.000570	-86.683514E-03
